iter	Passed	Remaining
631	6996	4073
632	7007	4062
633	7018	4051
634	7030	4041
635	7041	4029
636	7051	4018
637	7062	4007
638	7073	3996
639	7084	3985
640	7095	3973
641	7106	3962
642	7117	3951
643	7128	3940
644	7138	3929
645	7150	3918
646	7160	3907
647	7171	3895
648	7182	3884
649	7193	3873
650	7204	3862
651	7216	3851
652	7226	3840
653	7237	3829
654	7248	3817
655	7259	3806
656	7270	3795
657	7281	3784
658	7292	3773
659	7303	3762
660	7314	3751
661	7325	3740
662	7336	3729
663	7347	3718
664	7358	3706
665	7369	3695
666	7380	3684
667	7391	3673
668	7402	3662
669	7413	3651
670	7424	3640
671	7435	3629
672	7446	3617
673	7456	3606
674	7467	3595
675	7478	3584
676	7490	3573
677	7501	3562
678	7512	3551
679	7523	3540
680	7534	3529
681	7545	3518
682	7555	3506
683	7566	3495
684	7578	3484
685	7589	3473
686	7600	3462
687	7610	3451
688	7621	3440
689	7632	3428
690	7644	3418
691	7655	3407
692	7666	3396
693	7678	3385
694	7689	3374
695	7698	3362
696	7711	3352
697	7723	3341
698	7733	3330
699	7744	3319
700	7756	3308
701	7767	3297
702	7779	3286
703	7790	3275
704	7801	3264
705	7812	3253
706	7823	3242
707	7835	3231
708	7846	3220
709	7857	3209
710	7868	3198
711	7880	3187
712	7891	3176
713	7902	3165
714	7913	3154
715	7924	3143
716	7933	3131
717	7942	3119
718	7952	3107
719	7962	3096
720	7972	3085
721	7985	3074
722	7995	3063
723	8006	3052
724	8017	3041
725	8028	3030
726	8039	3018
727	8050	3007
728	8060	2996
729	8072	2985
730	8083	2974
731	8094	2963
732	8104	2952
733	8115	2941
734	8126	2929
735	8137	2918
736	8148	2907
737	8159	2896
738	8169	2885
739	8180	2874
740	8191	2863
741	8202	2852
742	8213	2840
743	8224	2829
744	8235	2818
745	8246	2807
746	8257	2796
747	8268	2785
748	8279	2774
749	8289	2763
750	8297	2751
751	8306	2739
752	8316	2728
753	8326	2716
754	8337	2705
755	8348	2694
756	8359	2683
757	8369	2672
758	8381	2661
759	8392	2650
760	8402	2639
761	8413	2627
762	8424	2616
763	8435	2605
764	8446	2594
765	8457	2583
766	8468	2572
767	8480	2561
768	8491	2550
769	8502	2539
770	8512	2528
771	8524	2517
772	8534	2506
773	8543	2494
774	8554	2483
775	8565	2472
776	8576	2461
777	8587	2450
778	8598	2439
779	8609	2428
780	8620	2417
781	8631	2406
782	8642	2395
783	8652	2383
784	8663	2372
785	8674	2361
786	8686	2350
787	8697	2339
788	8708	2328
789	8718	2317
790	8728	2306
791	8739	2295
792	8750	2284
793	8761	2273
794	8772	2261
795	8782	2250
796	8793	2239
797	8804	2228
798	8815	2217
799	8825	2206
800	8834	2194
801	8843	2183
802	8852	2171
803	8861	2160
804	8872	2149
805	8882	2137
806	8893	2126
807	8904	2115
808	8914	2104
809	8924	2093
810	8934	2082
811	8946	2071
812	8958	2060
813	8970	2049
814	8980	2038
815	8991	2027
816	9001	2016
817	9013	2005
818	9023	1994
819	9034	1983
820	9045	1972
821	9056	1961
822	9068	1950
823	9079	1939
824	9090	1928
825	9101	1917
826	9112	1906
827	9123	1895
828	9136	1884
829	9146	1873
830	9157	1862
831	9168	1851
832	9180	1840
833	9190	1829
834	9200	1818
835	9211	1807
836	9222	1796
837	9233	1784
838	9244	1773
839	9255	1762
840	9266	1751
841	9277	1740
842	9288	1729
843	9299	1718
844	9310	1707
845	9321	1696
846	9332	1685
847	9343	1674
848	9354	1663
849	9365	1652
850	9376	1641
851	9386	1630
852	9397	1619
853	9408	1608
854	9419	1597
855	9430	1586
856	9441	1575
857	9452	1564
858	9463	1553
859	9474	1542
860	9485	1531
861	9496	1520
862	9507	1509
863	9518	1498
864	9528	1487
865	9540	1476
866	9551	1465
867	9562	1454
868	9573	1443
869	9584	1432
870	9595	1421
871	9606	1410
872	9617	1399
873	9628	1388
874	9639	1377
875	9650	1366
876	9662	1355
877	9673	1344
878	9684	1333
879	9695	1322
880	9706	1311
881	9717	1300
882	9727	1288
883	9738	1277
884	9750	1266
885	9761	1255
886	9772	1244
887	9783	1233
888	9793	1222
889	9804	1211
890	9814	1200
891	9825	1189
892	9836	1178
893	9847	1167
894	9858	1156
895	9870	1145
896	9880	1134
897	9891	1123
898	9901	1112
899	9912	1101
900	9924	1090
901	9934	1079
902	9945	1068
903	9956	1057
904	9968	1046
905	9979	1035
906	9990	1024
907	10001	1013
908	10011	1002
909	10022	991
910	10033	980
911	10044	969
912	10055	958
913	10066	947
914	10077	936
915	10089	925
916	10099	914
917	10110	903
918	10121	892
919	10131	881
920	10142	869
921	10153	858
922	10164	847
923	10176	836
924	10186	825
925	10198	814
926	10208	803
927	10219	792
928	10230	781
929	10240	770
930	10251	759
931	10262	748
932	10270	737
933	10279	726
934	10289	715
935	10300	704
936	10310	693
937	10321	682
