iter	RMSE
262	11969.53493
263	11954.10739
264	11949.5816
265	11934.62771
266	11922.94877
267	11921.36027
268	11906.8569
269	11892.80584
270	11887.6681
271	11878.37011
272	11875.53025
273	11824.57524
274	11822.40318
275	11789.72592
276	11775.98988
277	11774.15907
278	11760.8503
279	11759.13002
280	11755.64361
281	11753.14786
282	11749.7928
283	11746.55943
284	11741.20909
285	11739.25233
286	11735.80859
287	11689.30684
288	11687.98797
289	11675.0134
290	11672.67229
291	11670.83348
292	11667.98025
293	11665.61434
294	11653.0335
295	11649.98481
296	11648.32691
297	11600.6115
298	11597.38673
299	11595.57395
300	11593.53237
301	11581.28344
302	11578.83127
303	11577.48075
304	11565.63771
305	11536.17482
306	11524.64738
307	11522.71082
308	11520.44412
309	11510.3082
310	11507.59569
311	11505.20798
312	11503.69843
313	11497.15395
314	11484.89157
315	11474.21071
316	11471.41441
317	11451.19839
318	11449.17104
319	11447.25435
320	11444.40708
321	11434.03959
322	11430.7891
323	11386.88326
324	11384.0869
325	11374.07722
326	11372.88242
327	11371.51799
328	11369.56768
329	11365.78531
330	11363.52552
331	11360.63568
332	11358.23881
333	11347.8328
334	11346.15639
335	11302.35087
336	11292.91921
337	11290.09675
338	11288.17417
339	11279.02717
340	11277.23987
341	11274.755
342	11273.22529
343	11263.55296
344	11259.00347
345	11257.30941
346	11253.95629
347	11245.36778
348	11204.5184
349	11203.08089
350	11200.89567
351	11196.80392
352	11187.92317
353	11186.5591
354	11177.94747
355	11176.28477
356	11173.02259
357	11133.54115
358	11132.2469
359	11128.49689
360	11126.86984
361	11124.59739
362	11123.44107
363	11106.69853
364	11103.83936
365	11102.99905
366	11100.65912
367	11096.89034
368	11095.47432
369	11092.56784
370	11091.21062
371	11088.30414
372	11085.35468
373	11083.02631
374	11081.94459
375	11079.16289
376	11071.24123
377	11063.57206
378	11061.29036
379	11057.98151
380	11050.53748
381	11048.52248
382	11045.19195
383	11043.40177
384	11041.52936
385	11039.73747
386	11038.62263
387	11037.39616
388	11036.0758
389	11033.4777
390	11031.74856
391	11028.64991
392	11026.19958
393	11019.0141
394	11012.05748
395	11010.54986
396	11008.23505
397	11002.79896
398	11000.77219
399	10998.38552
400	10995.33837
401	10993.3827
402	10992.0506
403	10989.36194
404	10986.3659
405	10984.54301
406	10982.20526
407	10975.35055
408	10972.68027
409	10970.92379
410	10968.55117
411	10960.9044
412	10959.25561
413	10958.00698
414	10951.43096
415	10950.23613
416	10948.31469
417	10946.96933
418	10942.04484
419	10939.7627
420	10909.62899
421	10909.17852
422	10908.11442
423	10906.23031
424	10904.64376
425	10901.72472
426	10900.24464
427	10898.8247
428	10896.84482
429	10895.12981
430	10888.76081
431	10887.97058
432	10885.24642
433	10882.69901
434	10876.53377
435	10874.25533
436	10873.22405
437	10872.12789
438	10866.15972
439	10864.31731
440	10858.53955
441	10856.77354
442	10855.85705
443	10852.86626
444	10850.79423
445	10846.85335
446	10844.71613
447	10841.72365
448	10839.88686
449	10837.94959
450	10836.43233
451	10834.5198
452	10832.05381
453	10830.33322
454	10828.87348
455	10823.26264
456	10821.39059
457	10819.5642
458	10817.35336
459	10814.66633
460	10813.40716
461	10807.97039
462	10806.08854
463	10803.45683
464	10801.48525
465	10800.62275
466	10795.3312
467	10793.75457
468	10791.289
469	10788.9588
470	10783.54097
471	10782.10553
472	10776.86893
473	10771.71673
474	10770.22304
475	10768.8092
476	10768.31888
477	10765.90764
478	10763.86827
479	10761.7013
480	10761.21986
481	10722.8295
482	10721.61293
483	10716.94846
484	10715.87294
485	10713.33455
486	10708.74655
487	10706.42837
488	10704.80607
489	10667.52051
490	10664.36013
491	10663.22805
492	10660.83383
493	10659.34964
494	10658.38021
495	10646.08567
496	10644.34331
497	10642.87886
498	10642.00883
499	10640.25746
500	10638.25646
501	10636.59042
502	10635.05697
503	10633.75679
504	10631.91412
505	10630.0939
506	10627.82724
507	10626.37816
508	10625.16088
509	10621.82773
510	10620.23477
511	10615.71613
512	10611.89465
513	10607.36803
514	10604.86851
515	10603.46772
516	10600.79073
517	10598.2996
518	10595.85029
519	10593.51869
520	10557.60704
521	10556.48789
522	10555.10771
523	10553.32468
524	10552.67557
525	10550.07447
526	10548.40277
527	10547.40054
528	10545.61724
529	10544.56494
530	10540.73852
531	10539.10175
532	10537.50285
533	10536.10247
534	10535.18224
535	10533.53352
536	10498.62128
537	10496.97648
538	10495.37279
539	10493.63745
540	10491.36293
541	10489.7959
542	10485.37903
543	10483.79184
544	10482.18793
545	10480.39116
546	10478.75938
547	10477.18344
548	10475.39743
549	10441.56742
550	10439.78949
551	10438.9164
552	10437.34472
553	10436.3922
554	10434.65515
555	10432.48533
556	10430.99665
557	10429.72616
558	10427.30393
559	10423.23761
560	10420.35103
561	10387.51612
562	10386.21616
563	10384.4673
564	10380.29257
565	10379.5049
566	10378.83066
567	10376.75787
568	10374.52619
569	10371.84646
570	10370.47917
571	10369.15237
572	10367.56629
573	10335.78487
574	10333.6022
575	10332.56904
576	10301.72164
577	10301.01048
578	10299.16803
579	10296.51657
580	10295.0043
581	10294.24745
582	10292.34558
583	10290.56738
584	10289.0832
585	10287.66153
586	10286.18492
587	10285.63906
588	10255.52182
589	10254.30124
590	10250.23303
591	10248.1277
592	10244.88157
593	10242.89338
594	10241.55023
595	10239.33089
596	10238.01098
597	10237.34291
598	10235.72639
599	10233.57718
600	10232.42581
601	10226.54525
602	10225.35663
603	10224.1567
604	10220.30405
605	10217.94145
606	10216.34227
607	10215.02538
608	10214.11337
609	10213.10205
610	10211.94403
611	10210.61955
612	10210.14916
613	10208.21964
614	10204.5391
615	10201.85947
616	10198.07039
617	10197.04697
618	10195.40266
619	10193.53915
620	10192.28031
621	10188.14986
622	10186.56227
623	10185.52253
624	10184.8766
625	10183.10722
626	10182.02388
627	10152.78289
628	10151.52019
629	10123.17473
630	10120.95036
631	10119.61784
632	10118.41165
633	10116.07018
634	10098.32778
635	10096.69466
636	10095.49343
637	10095.09443
638	10091.51063
639	10090.6638
640	10089.84316
641	10087.87154
642	10086.63164
643	10083.16441
644	10081.97574
645	10080.62983
646	10079.16739
647	10078.53322
648	10077.04397
649	10073.53588
650	10072.02469
651	10070.59613
652	10069.42641
653	10068.53032
654	10066.42043
655	10063.74071
656	10061.79465
657	10034.71854
658	10033.17147
659	10032.08608
660	10030.72561
661	10029.56265
662	10027.59505
663	10026.28009
664	10025.22342
665	10024.41193
666	10023.42044
667	10022.28582
668	10018.91523
669	10015.65686
670	10012.50678
671	9986.073423
672	9984.89777
673	9982.040257
674	9981.102362
675	9980.067217
676	9977.380556
677	9975.493456
678	9949.846263
679	9948.457012
680	9947.019072
681	9945.798986
682	9943.16381
683	9940.157722
684	9937.793584
685	9936.641028
686	9935.116198
687	9933.489148
688	9932.262246
689	9930.790435
690	9929.8084
691	9927.912851
692	9926.767872
693	9925.817495
694	9923.992846
695	9922.008949
696	9919.097219
697	9917.496493
698	9915.929785
699	9913.112131
700	9910.387848
701	9908.668574
702	9906.029395
703	9904.932086
704	9903.818732
705	9901.820887
706	9899.2683
707	9896.915579
708	9894.217169
709	9891.877043
710	9890.744518
711	9889.149049
712	9888.314111
713	9886.420864
714	9885.543123
715	9883.958316
716	9883.116925
717	9881.388032
718	9880.102712
719	9879.087221
720	9878.134364
721	9876.714543
722	9874.664372
723	9873.808223
724	9872.931494
725	9871.860877
726	9870.365255
727	9869.382886
728	9868.225922
729	9866.283568
730	9846.330358
731	9845.792058
732	9843.902639
733	9841.851455
734	9840.60929
735	9839.32851
736	9838.511275
737	9837.479201
738	9836.172669
739	9835.764861
740	9834.597317
741	9833.086457
742	9832.20139
743	9807.86269
744	9806.122457
745	9804.234969
746	9802.84666
747	9802.194086
748	9801.170903
749	9799.660838
750	9798.252365
751	9796.645406
752	9795.523282
753	9794.632456
754	9771.248126
755	9770.122328
756	9767.935383
757	9766.439334
758	9743.336111
759	9741.388158
760	9740.487847
761	9739.674883
762	9738.119542
763	9737.062573
764	9735.433095
765	9734.195858
766	9732.305253
767	9730.719047
768	9729.398795
769	9727.928983
770	9727.108942
771	9725.730158
772	9724.214133
773	9723.531146
774	9722.266471
775	9721.01288
776	9719.33803
777	9718.144931
778	9716.100969
779	9714.652692
780	9713.556639
781	9712.972177
782	9690.606802
783	9689.720059
784	9688.634234
785	9687.525889
786	9686.508433
787	9684.82323
788	9683.109353
789	9682.703082
790	9681.900457
791	9680.564306
792	9679.591849
793	9678.247466
794	9676.849479
795	9675.92088
796	9653.928891
797	9632.982141
798	9632.426309
799	9631.671629
800	9629.398819
801	9608.922162
802	9589.090508
803	9588.596578
804	9584.891011
805	9565.606788
806	9564.145219
807	9562.208728
808	9561.080961
809	9560.669384
810	9559.790213
811	9559.139189
812	9557.167417
813	9556.079101
814	9554.6863
815	9553.904187
816	9553.152393
817	9549.453393
818	9548.766315
819	9546.877579
820	9546.022323
821	9544.225493
822	9542.847703
823	9541.649426
824	9539.336891
825	9527.528527
826	9509.701982
827	9508.035546
828	9490.766308
829	9490.059252
830	9473.331759
831	9470.425573
832	9468.35487
833	9467.357036
834	9466.65432
835	9465.202033
836	9463.438117
837	9462.761697
838	9461.756749
839	9460.223854
840	9458.210608
841	9456.798816
842	9455.591735
843	9453.914467
844	9451.408993
845	9449.961686
846	9448.560984
847	9447.517058
848	9446.550788
849	9430.247241
850	9428.622993
851	9427.969985
852	9426.692111
853	9425.96392
854	9424.915307
855	9423.201336
856	9422.12226
857	9419.960944
858	9418.875079
859	9416.315074
860	9415.353654
861	9413.385825
862	9411.895492
863	9410.578705
864	9409.721314
865	9393.824754
866	9392.342419
867	9391.402172
868	9389.714581
869	9388.581255
870	9388.055923
871	9387.059475
872	9371.057485
873	9370.136529
874	9354.679835
875	9352.952647
876	9351.389288
877	9350.890384
878	9350.051355
879	9348.939302
880	9347.812667
881	9346.455594
882	9345.31252
883	9343.634349
884	9342.328123
885	9341.025673
886	9338.529429
887	9337.288725
888	9336.232732
889	9335.636738
890	9334.394982
891	9333.03005
892	9331.895724
893	9317.336548
894	9315.874405
895	9314.685424
896	9313.347144
897	9312.448973
898	9310.59103
899	9309.92602
900	9295.783309
901	9295.298282
902	9294.219985
903	9292.782332
904	9292.125601
905	9289.496758
906	9288.793831
907	9287.419567
908	9286.610018
909	9284.304689
910	9283.053973
911	9280.62569
912	9278.277104
913	9276.955361
914	9274.683123
915	9272.550948
916	9272.215101
917	9270.498524
918	9268.303987
919	9267.357006
920	9266.517764
921	9265.025776
922	9263.521836
923	9261.173249
924	9259.281304
925	9257.51196
926	9256.623417
927	9254.419764
928	9252.870936
929	9251.975981
930	9250.451022
931	9249.410536
932	9248.620174
933	9234.503516
934	9233.373129
935	9232.590944
936	9231.440455
937	9230.460324
938	9229.234231
939	9227.961982
940	9227.249626
941	9226.340863
942	9225.70194
943	9224.420616
944	9223.175637
945	9222.145
946	9208.868949
947	9206.967051
948	9194.072656
949	9192.810905
950	9192.018445
951	9190.557349
952	9189.601249
953	9188.061735
954	9186.615835
955	9185.402978
956	9183.570696
957	9182.144456
958	9180.696518
959	9179.645567
960	9178.882169
961	9175.818969
962	9174.466836
963	9172.314784
964	9170.514394
965	9169.617311
966	9168.703687
967	9167.651897
968	9155.129224
969	9153.415482
970	9151.343138
971	9149.955389
972	9147.841481
973	9145.350722
974	9144.037034
975	9142.733269
976	9141.451934
977	9129.326211
978	9128.153069
979	9127.077447
980	9125.441628
981	9123.66656
982	9122.813052
983	9111.112597
984	9098.936557
985	9097.774047
986	9096.557711
987	9095.521566
988	9093.550342
989	9091.626793
990	9090.355655
991	9088.635242
992	9087.916058
993	9086.008474
994	9084.496255
995	9082.858251
996	9080.809055
997	9079.828414
998	9078.932022
999	9077.085403
